otu	statistic	p.value	parameter	method	WM	C	WMR	CWM	RM	FRM	WMC	M1	1RM1	p.value.adj
Porphyromonadaceae (OTU 2173)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 2182)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2184)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2190)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2191)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2198)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2199)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2205)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2207)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2212)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2217)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 2224)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 2231)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 2237)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2266)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2272)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2276)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 2278)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2292)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 2296)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Anaerotruncus (OTU 2316)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 2322)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 2346)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2350)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2352)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Neisseria (OTU 2359)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridia (OTU 2361)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2364)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 2367)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 2370)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiaceae_ (OTU 2372)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2375)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2388)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2429)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2434)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2444)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2449)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 2450)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2459)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2462)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 2467)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2469)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2470)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2474)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2486)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Pseudoflavonifractor (OTU 2497)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Escherichia/Shigella (OTU 2498)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2502)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Enterobacteriaceae (OTU 2503)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2504)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2505)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2533)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 2569)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 2576)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2582)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2583)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 2593)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2595)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2602)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2611)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2623)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 2630)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2645)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2650)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Faecalibacterium (OTU 2693)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 2699)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2701)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2705)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Phocaeicola (OTU 2713)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidales (OTU 2715)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 2717)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 2720)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2741)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 2747)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2752)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Alloprevotella (OTU 2755)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidales (OTU 2758)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2762)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2793)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroides (OTU 2794)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 2801)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 2842)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidales (OTU 2845)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2849)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Prevotella (OTU 2850)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 2855)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Coriobacteriaceae (OTU 2884)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidales (OTU 2888)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidales (OTU 2889)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2918)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonas (OTU 2924)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2926)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Acetobacteraceae (OTU 2928)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Veillonellaceae (OTU 2931)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Veillonella (OTU 2935)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacilli (OTU 2943)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Cystobacter (OTU 2944)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2950)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2956)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2959)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 2970)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2972)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2974)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2976)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 2981)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroides (OTU 2991)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 3004)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 3007)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 3019)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 3038)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 3051)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 3055)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 3056)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 3088)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3094)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillales (OTU 3105)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillus (OTU 3113)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillales (OTU 3125)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillales (OTU 3134)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillaceae (OTU 3138)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillus (OTU 3141)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillus (OTU 3142)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3146)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 3161)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Anaeroplasma (OTU 3173)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3191)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Aurantimonadaceae (OTU 3202)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroides (OTU 3209)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 3232)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroidetes (OTU 3234)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3238)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Faecalibacterium (OTU 3242)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3251)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Pyramidobacter (OTU 3259)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 3276)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3287)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 3307)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3309)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 3332)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3337)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 3352)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 3354)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3391)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 3397)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3416)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3427)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3441)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3450)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Dorea (OTU 3454)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3458)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3471)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3524)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3546)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3569)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridium_sensu (OTU 3592)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3593)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3598)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 3600)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Peptostreptococcaceae (OTU 3610)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 3632)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3653)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 3656)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 3665)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3690)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3691)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Marmoricola (OTU 3706)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3713)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3725)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3734)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3739)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3748)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillus (OTU 3775)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lactobacillus (OTU 3788)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Parasutterella (OTU 3792)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bifidobacterium (OTU 3803)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 3844)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 3846)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 3891)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3896)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3911)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 3921)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 3937)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 3940)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Pasteurellaceae (OTU 3951)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Enterobacteriaceae (OTU 3999)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Enterobacteriaceae (OTU 4000)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Listeria (OTU 4027)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 4034)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 4036)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 4055)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 4060)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 4074)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridia (OTU 4136)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridia (OTU 4151)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Clostridia (OTU 4162)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Enterobacteriaceae (OTU 4193)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Flavobacterium (OTU 4202)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Campylobacter (OTU 4212)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Enterobacteriaceae (OTU 4221)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4236)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4244)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4248)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4251)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4260)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4281)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4283)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Alistipes (OTU 4292)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4294)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4297)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4299)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4328)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4370)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Bacteroides (OTU 4397)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 4415)	NaN	NaN	8	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NaN
